id,title,authors,date,edition,publisher,isbn-13,language,series,age range,pages,lexile
1649,"Transforming Health Care: The Financial Impact of Technology, Electronic Tools and Data Mining",Phil Fasano;Jack Cochran MD;,2013/02/18,,Wiley,9781118350003,English,,,240,
4738,Professional Data Warehousing with SQL Server 7.0 and OLAP Services,Sakhr Youness;,2000/01,,Peer Information Inc.,9781861002815,English,Professional,,600,
1210,"MCSA/MCSE/MCDBA: SQL Server 2000 Administration Study Guide, 2nd Edition  ",Rick Sawtell;Joseph L. Jorden;Lance Mortensen;,2003/08/25,"Updated, 2nd Edition",Sybex,9780782142785,English,,,768,
1353,Management Support Systeme und Business Intelligence: Computergestützte Informationssysteme für Fach- und Führungskräfte  ,Peter Gluchowski;Roland Gabriel;Carsten Dittmar;,2007/10/18,"2., vollst. überarb. Aufl. 2008",Springer,9783540235439,German,,,408,
5059,Database Benchmarking: Practical Methods for Oracle & SQL Server  ,Dr. Bert Scalzo;Kevin Kline;Claudia Fernandez;,2007/04/01,,Rampant Techpress,9780977671533,English,IT In-Focus series,,200,
4268,Oracle Essentials 5th Edition,Rick Greenwald;,2014/09/03,,CreateSpace Independent Publishing Platform,9781501041730,English,,,432,
2294,"The Data Model Resource Book: v. 1: A Library of Universal Data Models for All Enterprises: Vol 1 Revised , Vol Edition by Silverston, Len published by John Wiley & Sons  ",,0100,,John Wiley & Sons,,,,,,
705,"Data Warehousing For Dummies by Hammergren, Thomas C.   Paperback",,1000,,For Dummies,,,,,,
3179,"DB2 for the Cobol Programmer, Part 2",Curtis Garvin;Anne Prince;,1999/10/01,,Mike Murach & Associates,9781890774035,English,,,395,
607,The Relational Model for Database Management: Version 2,E. F. Codd;,2000/05,,Addison Wesley Publishing Company,9780201141924,English,,,538,
580,Microsoft OLAP Solutions,Erik Thomsen;George Spofford;Dick Chase;,1999/08/18,,Wiley,9780471332589,English,,,528,
650,Data Warehousing in the Real World: A practical guide for building Decision Support Systems,S. Anahory;D. Murray;,1997/07/24,1,Addison-Wesley Professional,9780201175196,English,,,368,
575,"Cognitive Vision: 4th International Workshop, ICVW 2008, Santorini, Greece, May 12, 2008, Revised Selected Papers  ",Markus Vincze;,2009/02/13,2008,Springer,,English,"Lecture Notes in Computer Science / Image Processing, Computer Vision, Pattern Recognition, and Graphics (Book 5329)",,159,
3574,AS/400 Data Warehousing: The Complete Guide to Implementation,Brian W. Kelly;,1997/01,,Midrange Computing,9781883884376,English,,,315,
3352,Knowledge Discovery from Data Streams  ,Joao Gama;,2010/05/25,1,Chapman and Hall/CRC,9781439826119,English,Chapman & Hall/CRC Data Mining and Knowledge Discovery Series,,255,
1565,"Ecological Informatics: Scope, Techniques and Applications",Friedrich Recknagel;,2006/02/13,2nd,Springer,9783540283836,English,,,496,
941,Web Developer.com  Guide to Search Engines,Wes Sonnenreich;Tim Macinta;,1998/02/04,1,Wiley,9780471246381,English,Web Developer (Book 5),,464,
216,"Data Matching: Concepts and Techniques for Record Linkage, Entity Resolution, and Duplicate Detection  ",Peter Christen;,2012/07/05,,Springer,9783642311635,English,Data-Centric Systems and Applications,,272,
5106,The Sybase IQ Survival Guide,Trevor Moore;,2010/11/16,,lulu.com,9781446657584,English,,,440,
107,Computational Analysis of Terrorist Groups: Lashkar-e-Taiba,V.S. Subrahmanian;Aaron Mannes;Amy Sliva;,2012/08/28,2013,Springer,9781461447689,English,,,234,
3325,Strategies for Managing Computer Software Upgrades,Neil G. Shaw;,2000/07/01,,IGI Global,9781930708044,English,,,260,
2130,"NoSQL with MongoDB in 24 Hours, Sams Teach Yourself",Brad Dayley;,2014/09/18,1,Sams Publishing,9780672337130,English,Sams Teach Yourself,,544,
4015,Portable DBA: SQL Server,Damir Bersinic;Stephen Giles;,2004/02/09,1,McGraw-Hill Osborne Media,9780072230161,English,,,352,
4274,Data Warehouse Techniques to Support Global On-Demand Weather Forecast Metrics,Meriellen C. Joga;,2000,,PN,,,,,,
3838,Oracle8i and Unix Performance Tuning,Ahmed Alomari;,2000/09/15,,Prentice Hall PTR,9780130187062,English,Prentice Hall PTR Oracle,,448,
4245,"Product Focused Software Process Improvement: Third International Conference, PROFES 2001, Kaiserslautern, Germany, September 10-13, 2001. Proceedings  ",Frank Bomarius;Seija Komi-Sirviö;,2001/10/16,2001,Springer,9783540425717,English,Lecture Notes in Computer Science (Book 2188),,388,
2646,FileMaker Pro 8: The Missing Manual,Geoff Coffey;Susan Prosser;,2005/10/03,1,O'Reilly Media,9780596005795,English,Missing Manual,,768,
2930,Building Your Own WebSite: Everything You Need to Reach Your Audience on the Web,Stephen Arrants;Susan Peck;,1996/09/11,1,O'Reilly Media,9781565922327,English,,,514,
983,Sams Teach Yourself SQL in 24 Hours  ,Ryan Stephens;Ron D. Plew;,2002/08/22,3,Sams,9780672324420,English,,,504,
2404,Data Mining Fundamentals,Sudhir Warier;,2003/04/14,,CreateSpace Independent Publishing Platform,9781484145463,English,,,150,
3646,"E-Technologies: Innovation in an Open World: 4th International Conference, MCETECH 2009, Ottawa, Canada, May 4-6, 2009, Proceedings  ",Gilbert Babin;Peter Kropf;Michael Weiss;,2009/04/20,,Springer,9783642011863,English,Lecture Notes in Business Information Processing (Book 26),,335,
353,"Worldwide Computing and Its Applications: International Conference, WWCA '97, Tsukuba, Japan, March 10-11, 1997 Proceedings.  ",Takashi Masuda;Yoshifumi Masunaga;Michiharu Tsukamoto;,1997/07/23,,Springer,9783540633433,English,Lecture Notes in Computer Science (Book 1274),,450,
4277,SQL Queries for Mere Mortals: A Hands-On Guide to Data Manipulation in SQL  ,John Viescas;Michael J. Hernandez;,2014/06/21,3,Addison-Wesley Professional,9780321992475,English,For Mere Mortals,,792,
1830,Oracle PL/SQL Programming,Steven Feuerstein;Bill Pribyl;,2014/02/16,Sixth Edition,O'Reilly Media,9781449324452,English,,,1392,
2678,Mike Ault's Oracle Internals Monitoring & Tuning Scripts: Advanced Internals & OCP Certification Insights for the Master DBA  ,Mike Ault;Don Burleson;,2003/12/01,,Rampant Techpress,9780972751384,English,Oracle In-Focus series,,288,
1993,OCP Upgrade to Oracle Database 12c Exam Guide    ,Sam R. Alapati;,2014/05/13,2,McGraw-Hill Osborne Media,9780071819978,English,Oracle Press,,528,
3130,SQL in Easy Steps,Mike McGrath;,2012/06/12,,In Easy Steps Limited,9781840785432,English,In Easy Steps,,192,
1292,Data Mining for Fund Raisers,Peter B. Wylie;,2004,,C.A.S.E.,9780899643809,,,,,
973,"Database Modeling and Design, Third Edition  ",Toby J. Teorey;,1998/10/23,3,Morgan Kaufmann,9781558605008,English,The Morgan Kaufmann Series in Data Management Systems,,384,
2668,Clustering and Information Retrieval  ,Weili Wu;Hui Xiong;S. Shekhar;,2003/11/30,,Springer,9781402076824,English,Network Theory and Applications (Book 11),,330,
2503,DB2 10.1 Fundamentals: Certification Study Guide,Roger E. Sanders;,2014/07/27,,Mc Press,9781583473498,English,,,536,
170,How to do Everything with Dreamweaver 4,Michael Meadhra;,2001/06/21,,McGraw-Hill Companies,9780072133691,English,How to Do Everything With--,,500,
3551,Microsoft SQL Server 7 Data Warehousing Technical Support Training Kit,Microsoft Corporation;Microsoft Corporation Staff;,1999/01/01,,Microsoft Press,9780735606708,English,Training Kit,,800,
4399,Approach 97 for Windows for Dummies  ),Deborah S. Ray;Eric J. Ray;,1997/01,,John Wiley & Sons Inc (Computers),9780764500015,English,For Dummies (Computer/Tech),,384,
809,Understanding Big Data: Analytics for Enterprise Class Hadoop and Streaming Data 1st   edition,Paul Zikopoulos IBM;,,,,,,,,,
3632,Beginner SQL Programming Using Microsoft SQL Server 2014,Kalman Toth;,2014/05/08,,CreateSpace Independent Publishing Platform,9781499393088,English,,,420,
3382,Data Driven Marketing For Dummies,David Semmelroth;,2013/10/07,1,For Dummies,9781118615843,English,,,312,
4658,Microsoft SQL Server 2012 Integration Services: An Expert Cookbook,Reza Rad;Pedro Perfeito;,2012/05/25,,Packt Publishing,9781849685245,English,,,564,
4382,"The Data Warehouse Lifecycle Toolkit     2 Ed. Ralph Kimball, Margy Ross, Warren Thornthwaite, Joy Mundy, Bob Becker",,1000,,Wiley,,,,,,
3215,Water Quality Monitoring Network Design  ,Nilgun B. Harmanciogammalu;O. Fistikoglu;S.D. Ozkul;,2010/12/15,Softcover reprint of hardcover 1st ed. 1999,Springer,9789048151509,English,Water Science and Technology Library (Book 33),,290,
4933,Beginning SQL Server 2008 Administration  ,Robert Walters;Grant Fritchey;Carmen Taglienti;,2009/10/06,1,Apress,9781430224136,English,Expert's Voice in SQL Server,,400,
3929,Information Modeling and Relational Databases: From Conceptual Analysis to Logical Design  ,Terry Halpin;,2001/04/16,,Morgan Kaufmann,9781558606722,English,The Morgan Kaufmann Series in Data Management Systems,,761,
1385,"Learning Microsoft Office Publisher 2010, Student Edition",Catherine Skintik;,2011/04/02,1,Prentice Hall,9780135108994,English,,,384,
4521,Access 2007 Forms and Reports For Dummies,Brian  Underdahl;Darlene Underdahl;,2007/01/10,1,For Dummies,9780470046593,English,,,390,
1119,Microsoft Access 2002 Visual Basic for Applications Step by Step  ),Evan Callahan;,2001/10/05,,Microsoft Press,9780735613584,English,Step by Step (Microsoft),,384,
443,Towards Advanced Data Analysis by Combining Soft Computing and Statistics  ,Christian Borgelt;María Ángeles Gil;João M.C. Sousa;,2012/08/29,2013,Springer,9783642302770,English,Studies in Fuzziness and Soft Computing (Book 285),,378,
867,"Business Intelligence Roadmap: The Complete Project Lifecycle for Decision-Support Applications   1st   Edition by Moss, Larissa T., Atre, Shaku published by Addison Wesley  ",,0100,,Addison Wesley,,,,,,
4656,"Big Data Analytics Using Splunk: Deriving Operational Intelligence from Social Media, Machine Data, Existing Data Warehouses, and Other Real-Time Streaming Sources  ",Peter Zadrozny;Raghu Kodali;,2013/05/22,1,Apress,9781430257615,English,Expert's Voice in Big Data,,376,
42,Database Design for Smarties: Using UML for Data Modeling  ,Robert J. Muller;,1999/03/08,1,Morgan Kaufmann,9781558605152,English,The Morgan Kaufmann Series in Data Management Systems,,464,
2170,OCA/OCP Oracle Database 12c All-in-One Exam Guide  ,John Watson;Roopesh Ramklass;Bob Bryla;,2015/03/30,2,McGraw-Hill Osborne Media,9780071828086,English,All-in-One,,1072,
2618,Data Resource Design: Reality Beyond Illusion,Michael Brackett;,2012/09/20,,"Technics Publications, LLC",9781935504337,English,,,390,
1636,The Semantic Web: Semantics for Data and Services on the Web  ,Vipul Kashyap;Christoph Bussler;Matthew Moran;,2010/11/29,,Springer,9783642095306,English,Data-Centric Systems and Applications,,414,
3367,Advances in Semantic Media Adaptation and Personalization,MANOLIS WALLACE;,2010,,Springer,,English,,,,
2813,Easy Oracle SQL: Get Started Fast Writing SQL Reports with SQL*Plus,John Garmany;Don Burleson;,2005/06/01,,Rampant Techpress,9780972751377,English,Easy Oracle,,200,
413,Advanced WebLogic Server Automation: Administration and Monitoring with WLST and JMX    ,Martin Heinzl;,2014/06/05,,Rampant TechPress,9780991638611,English,Oracle In-Focus Series,,702,
102,Inside Microsoft SQL Server 2008 T-SQL Programming  ,Itzik Ben-Gan;Dejan Sarka;Roger Wolter;,2009/10/03,1,Microsoft Press,9780735626027,English,Developer Reference,,832,
2019,Virtualizing SQL Server with VMware: Doing IT Right  ,Michael Corey;Jeff Szastak;Michael Webster;,2014/08/04,1,VMware Press,9780321927750,English,VMware Press Technology,,512,
742,Data Warehousing Fundamentals A Comprehensive Guide for IT Professionals 2001 publication.,,2001,,"Wilry,2001",,,,,,
1168,"Affective Computing and Sentiment Analysis: Emotion, Metaphor and Terminology    ",Khurshid Ahmad;,2013/12/31,2011,Springer,9789400737884,English,"Text, Speech and Language Technology (Book 45)",,150,
1447,Frontiers in Massive Data Analysis,Committee on the Analysis of Massive Data;Committee on Applied and Theoretical Statistics;Board on Mathematical Sciences and Their Applications;,2013/09/17,,National Academies Press,9780309287784,English,,,190,
1049,"Building the Data Warehouse by Inmon, W. H.     4th Edition  ",Inmon;,0005/09/24,,"Wiley,2005",,,,,,
1781,All About Administering NIS+  ,Rick Ramsey;Sun Microsystems Press;,1994/07/28,2,Prentice Hall,9780133095760,English,,,480,
4066,"Databases, Information Systems, and Peer-to-Peer Computing: Second International Workshop, DBISP2P 2004, Toronto, Canada, August 29-30, 2004, Revised ... Applications, incl. Internet/Web, and HCI)",Wee Siong Ng;Beng Chin Ooi;Aris Ouksel;,2005/03/07,,Springer,9783540252337,English,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI (Book 3367)",,232,
4137,Efficient SAP NetWeaver BW Implementation and Upgrade Guide,Gary Nolan;Debasish Khaitan;,2010/05/28,2,SAP PRESS,9781592293360,English,,,532,
3941,Grouping Multidimensional Data: Recent Advances in Clustering,Jacob Kogan;Charles Nicholas;Marc Teboulle;,2010/02/12,Softcover reprint of hardcover 1st ed. 2006,Springer,9783642066542,English,,,268,
4903,"Profiting from the Data Economy: Understanding the Roles of Consumers, Innovators and Regulators in a Data-Driven World  ",David A. Schweidel;,2014/11/17,1,Pearson FT Press,9780133819779,English,FT Press Analytics,,288,
3509,"Dataspace: The Final Frontier: 26th British National Conference on Databases, BNCOD 26, Birmingham, UK, July 7-9, 2009, Proceedings  ",Alan Sexton;,2009/06/22,2009,Springer,9783642028427,English,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI (Book 5588)",,248,
2413,"Defense Base Realignment and Closure Budget Data for the Construction ofthe Hazardous Material Storage Addition to Warehouse 28 at Defense Distribution Region West Tracy, California",Paul J. Granetto;,1996,,PN,,,,,,
3700,Data Management in a Connected World: Essays Dedicated to Hartmut Wedekind on the Occasion of His 70th Birthday  ,Theo Härder;Wolfgang Lehner;,2005/08/23,2005,Springer,9783540262954,English,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI (Book 3551)",,371,
2057,Foundations of Rule Learning  ,Johannes Fürnkranz;Dragan Gamberger;Nada Lavrac;,2012/11/07,,Springer,9783540751960,English,Cognitive Technologies,,336,
4257,Oracle RAC & Grid Tuning with Solid-state Disk: Expert Secrets for High Performance Clustered Grid Computing    ,Mike Ault;Robert G. Freeman;John Garmany;,2006/01/01,,Rampant Techpress,9780976157359,English,Oracle In-Focus series,,200,
2351,Ie5 Dynamic HTML Programmer's Reference,Brian Francis;Chris Ullman;Alex Homer;,1999/02/18,,Peer Information Inc.,9781861001740,English,,,551,
4250,The Microsoft Data Warehouse Toolkit: With SQL Server 2008 R2 and  the Microsoft Business Intelligence Toolset,Joy Mundy;Warren Thornthwaite;Ralph Kimball;,2011/03/08,2,Wiley,9780470640388,English,,,696,
47,e-Data: Turning Data Into Information With Data Warehousing,Jill Dyché;,2000/02/25,1,Addison-Wesley Professional,9780201657807,English,,,368,
4342,By William A. Giovinazzo - Object-Oriented Data Warehouse Design: Building A Star Schema: 1st   Edition,William A. Giovinazzo;,2001/02/16,,Prentice Hall,,,,,,
3920,"The Data Warehouse Toolkit: The Complete Guide to Dimensional Modeling by Kimball, Ralph Published by Wiley 2nd   edition   Paperback",,1001,,Wiley,,,,,,
132,Open Source XML Database Toolkit: Resources and Techniques for Improved Development,Liam R. E. Quin;,2000/07/28,1,Wiley,9780471375227,English,,,448,
238,Concepts of Database Management,Philip J. Pratt;Joseph J. Adamski;,2011/06/14,7,Cengage Learning,9781111825911,English,,,432,
1123,The Intranet Data Warehouse: Tools and Techniques for Building an Intranet-Enabled Data Warehouse,Richard Tanler;,1997/09/04,1,Wiley,9780471180043,English,,,338,
4407,SQL Server T-SQL Comprehensive: version 2012,Dr. Pindaro Epaminonda Demertzoglou;,2014/09/01,,AlphaPress,9780988330047,English,,,414,
989,Sytems Analysis and Design: A Comprehensive Methodology with Case,Michael L. Gibson;Cary T. Hughes;,1995/01/01,,Boyd & Fraser Pub. Co.,9780877092476,English,,,808,
4223,Object Relationship Notation   for Database Applications: Enhancing the Modeling and Implementation of Associations  ,Bryon K. Ehlmann;,2009/06/22,2009,Springer,9780387095530,English,Advances in Database Systems (Book 39),,246,
714,Study Blast CIW Database Design Specialist: ID0-541 - CIW Database Design Specialist Exam,Matt Satori;,2013/07/21,,CreateSpace Independent Publishing Platform,9781491060568,English,Study Blast,,106,
950,SAS/ACCESS 9.1 Interface To SAP BW: User's Guide,SAS Institute;,2004/04/16,,SAS Institute,9781590472323,English,,,92,
2801,High Performance Oracle8 SQL Programming and Tuning,Pete Cassidy;,1998/03,,Coriolis Group,9781576102138,English,,,604,
3402,Essential SQL On SQL Server 2008,Dr. Sikha Bagui;Dr. Richard Earp;,2009/12/07,1,Jones & Bartlett Learning,9780763781385,English,,,394,
2021,Modern Database Management  ,Jeffrey A. Hoffer;Mary Prescott;Heikki Topi;,2008/02/29,9,Prentice Hall,9780136003915,English,,,736,
2658,Supply Chain Analytics with SAP NetWeaver Business Warehouse,Amol Palekar;Shreekant W Shiralkar;,2012/06/07,,Tata McGraw-Hill Education Private Limited,9781259029509,English,,,212,
1497,The Customer Differential  Complete Guide to Implementing Customer Relationship Management CRM,Melinda Nykamp;,2001/02/15,,AMACOM,9780814406229,English,,,224,
382,Protecting Oracle Database 12c,Paul Wright;,2014/04/14,1,Apress,9781430262114,English,,,332,
3121,Business Intelligence in Microsoft SharePoint 2013,Norm Warren;Mariano Neto;Stacia Misner;,2013/05/25,1,Microsoft Press,9780735675438,English,,,406,
2135,What Not How: The Business Rules Approach to Application Development,C. J. Date;,2000/04/22,1,Addison-Wesley Professional,9780201708509,English,,,144,
2812,Big Data Governance: An Emerging Imperative,Sunil Soares;,2013/01/01,,Mc Press,9781583473771,English,,,368,
4559,Oracle PL/SQL by Example,Rakhimov;,,,,9788131728970,English,,,,
2727,Enterprise JavaBeans,Richard Monson-Haefel;Bill Burke;Sacha Labourey;,2004/07/02,,O'Reilly Media,,English,,,792,
818,"Computer Music Modeling and Retrieval. Genesis of Meaning in Sound and Music: 5th International Symposium, CMMR 2008 Copenhagen, Denmark, May 19-23, ... Applications, incl. Internet/Web, and HCI)",Sølvi Ystad;Richard Kronland-Martinet;Kristoffer Jensen;,2009/08/11,2009,Springer,9783642025174,English,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI (Book 5493)",,285,
4529,Knight's Microsoft SQL Server 2012 Integration Services  24-Hour Trainer,Brian Knight;Devin Knight;Mike Davis;,2012/11/28,1,Wrox,9781118479582,English,,,528,
3295,"The Data Warehouse Lifecycle Toolkit by Kimball, Ralph Published by Wiley 2nd   edition   Paperback",,1001,,Wiley,,,,,,
3577,"Advances in Multimedia Information Processing -- PCM 2010, Part I: 11th Pacific Rim Conference on Multimedia, Shanghai, China, September 21-24, 2010, ... Applications, incl. Internet/Web, and HCI)",Guoping Qiu;Kin Man Lam;Hitoshi Kiya;,2010/09/03,2010,Springer,9783642157011,English,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI (Book 6297)",,745,
959,HTML: Top 100 Simplified Tips & Tricks,Paul Whitehead;,2003/08/11,,Visual,9780764542114,English,Top 100 Simplified: Tips & Tricks,,240,
1174,Microsoft SQL Server 2000 Reporting Services  ,Brian Larson;,2004/05/21,1,McGraw-Hill Osborne Media,9780072232165,English,Database,,704,
1807,Multimedia Data Mining and Knowledge Discovery,Valery A. Petrushin;Latifur Khan;,2006/12/29,2007,Springer,9781846284366,English,,,526,
3605,Microsoft SQL Server 2012 Reporting Services 4/E,Brian Larson;,2012/03/01,4,McGraw-Hill Osborne Media,9780071760478,English,,,784,
963,Building Applications with IBM Rational Application Developer and JavaBeans,Colette Burrus;Stephanie Parkin;,2008/01/01,2nd,Mc Press,9781931182270,English,,,650,
1625,Sams Teach Yourself Core Data for Mac and iOS in 24 Hours,Jesse Feiler;,2011/11/19,1,Sams Publishing,9780672335778,English,Sams Teach Yourself,,480,
4673,The Game Asset Pipeline  ,Ben Carter;,2004/09/03,,Cengage Learning,9781584503422,English,Game Development Series,,320,
662,"Semantics in Databases: Second International Workshop, Dagstuhl Castle, Germany, January 7-12, 2001, Revised Papers  ",Leopoldo Bertossi;Gyula O.H. Katona;Klaus-Dieter Schewe;,2003/04/07,,Springer,9783540009573,English,Lecture Notes in Computer Science (Book 2582),,238,
59,Practical Text Mining and Statistical Analysis for Non-structured Text Data Applications,Gary Miner;John Elder IV;Thomas Hill;,2012/01/25,1,Academic Press,9780123869791,English,,,1000,
1701,"Handbook of Research on Strategies for Local E-Government Adoption and Implementation: Comparative Studies, 2-Volumes   Book)",Christopher G. Reddick;,2009/03/16,,Information Science Reference,9781605662824,English,Advances in Electronic Government Research (Aegr) Book,,1140,
2076,SQL Server Forensic Analysis,Kevvie Fowler;,2008/12/26,1,Addison-Wesley Professional,9780321544360,English,,,512,
3536,Access 2013 Bible,Michael Alexander;Dick Kusleika;,2013/04/29,1,Wiley,9781118490358,English,,,1296,
515,Database Systems Handbook,Paul J. Fortier;,1996/10/01,,McGraw-Hill Companies,9780070216266,English,,,611,
738,"Quality of Service - IWQoS 2005: 13th International Workshop, IWQoS 2005, Passau, Germany, June 21-23, 2005. Proceedings  ",Hermann de Meer;Nina Bhatti;,2005/06/21,2005,Springer,9783540262947,English,Lecture Notes in Computer Science / Computer Communication Networks and Telecommunications (Book 3552),,404,
24,"Data Warehouse Technologien: Technische Grundlagen   von Köppen, Veit   Broschiert",Veit Köppen;,1000,,mitp,,German,,,,
813,Effective Database Design for Geoscience Professionals,David R. Hoffman;,2002/11,,Pennwell Corp,9780231158985,English,,,263,
458,Oracle Web Application Server Web Toolkit Reference,Bradley D. Brown;Richard J. Niemiec;,1998/06/01,,McGraw-Hill Companies,9780078824333,English,Oracle Series,,412,
3678,SAP Business Information Warehouse Reporting: Building Better BI with SAP BI 7.0,Peter Jones;,2008/02/08,,McGraw-Hill Osborne Media,9780071496162,English,,,894,
1693,SQL Performance Tuning,Peter Gulutzan;Trudy Pelzer;,2002/09/20,1,Addison-Wesley Professional,9780201791693,English,,,528,
1966,data warehousing principles. design and application ,CHEN JING MIN;,2000/01/01,,China Water Power Press,9787508420424,Chinese,,,,
796,DEC Rdb/VMS: Developing a Data Warehouse,W. H. Inmon;Chuck Kelley;,1993/09,1,*A Wiley-QED Publication,9780471569206,English,,,264,
1298,SQL Tricks  ,Chris Fehily;,2014/08/06,,Questing Vole Press,9781937842321,English,,,118,
2080,PROC SQL by Example: Using SQL within SAS,Howard Schreier;,2008/10/01,1,SAS Institute,9781599942971,English,,,304,
2559,Getting Started with Talend Open Studio for Data Integration,Bowen Jonathan;,2012/11/06,,Packt Publishing,9781849514729,English,,,320,
405,And relational database design theory ,BEN SHE.YI MING;,2013/08/01,,Machinery Industry Press,9787111432920,,,,,
54,"Grid and Cooperative Computing - GCC 2004 Workshops: GCC 2004 International Workshops, IGKG, SGT, GISS, AAC-GEVO, and VVS, Wuhan, China, October 21-24, 2004  ",Hai Jin;Yi Pan;Nong Xiao;,2004/12/03,,Springer,9783540235781,English,Lecture Notes in Computer Science (Book 3252),,794,
4334,Cost-Based Oracle Fundamentals  ,Jonathan Lewis;,2005/10/31,,Apress,9781590596364,English,Expert's Voice in Oracle,,536,
3194,Performing Information Governance: A Step-by-step Guide to Making Information Governance Work  ,Anthony David Giordano;,2014/09/25,1,IBM Press,9780133385656,English,IBM Press,,672,
3682,"Information Modeling and Relational Databases by Halpin, Terry, Morgan, Tony.     2ND EDITION",,0008/03/08,,"Morgan Kaufman,2008",,,,,,
311,Oracle Designer: A Template for Developing An Enterprise Standards Document,Mark A. Kramm;Kent Graziano;,1999/10/08,,Prentice Hall PTR,9780130153432,English,Prentice Hall PTR Oracle,,300,
2592,Pragmatic Enterprise Architecture: Strategies to Transform Information Systems in the Era of Big Data,James Luisi;,2014/04/14,1,Morgan Kaufmann,9780128002056,English,,,372,
3938,Oracle SQL & PL/SQL Annotated Archives,Kevin Loney;Rachel Carmichael;,1998/09/01,,Osborne/McGraw-Hill,9780078825361,English,Oracle Press Series,,585,
1306,An Introduction to Duplicate Detection  ,Felix Naumann;Melanie Herschel;M. Tamer Ozsu;,2010/03/12,,Morgan and Claypool Publishers,9781608452200,English,Synthesis Lectures on Data Management,,92,
1459,"Beginning PHP5, Apache, and MySQL Web Development",Elizabeth Naramore;Jason Gerner;Yann Le Scouarnec;,2005/02/04,,Wrox,9780764579660,English,,,816,
1743,"Security, Audit and Control Features Oracle PeopleSoft, 3rd Edition",Deloitte Touche Tohmatsu Research Team and ISACA;,2012/01/31,,Isaca,9781604201970,English,,,296,
4422,"Database Systems - Introduction to Databases and Data Warehouses by Jukic, Nenad.    ",,0013/01/13,,"Prentice Hal,2013",,,,,,
313,Database Design and Programming for DB2/400,Paul Conte;,1998/01,,29th Street Press,9781882419067,English,,,600,
3355,Managing Oracle Fusion Applications  ,Richard Bingham;,2011/06/07,1,McGraw-Hill Osborne Media,9780071750332,English,Oracle Press,,350,
2593,"Trustworthy Global Computing: Second Symposium, TGC 2006, Lucca, Italy, November 7-9, 2006,  Revised Selected Papers  ",Ugo Montanari;Donald Sannella;Roberto Bruni;,2007/12/20,,Springer,9783540753339,English,Lecture Notes in Computer Science / Theoretical Computer Science and General Issues (Book 4661),,342,
2024,Data Structures with STL,William H. Murray;Chris H. Pappas;,2000/11,,Prentice Hall PTR,9780130289278,English,,,432,
1013,Introducing Microsoft  SQL Server  2005 for Developers  ,Peter DeBetta;,2004/11/03,,Microsoft Press,9788120327405,English,Pro-Developer,,268,
5000,"Database Systems: A Practical Approach to Design, Implementation and Management  ",Thomas M. Connolly;Carolyn E. Begg;,2004/05/27,4,Addison Wesley,9780321210258,English,,,1236,
4873,The Complete Idiots Guide to Creating an HTML Web Page; With CDROM,Paul McFedries;,1997/03,,Que Pub,9780789711465,English,2nd ed,,328,
3940,Foundations of Predictive Analytics  ,James Wu;Stephen Coggeshall;,2012/02/15,1,Chapman and Hall/CRC,9781439869468,English,Chapman & Hall/CRC Data Mining and Knowledge Discovery Series (Book 25),,337,
131,Expert Oracle Application Express,Dietmar Aust;Martin D'Souza;Doug Gaul;,2014/09/23,,CreateSpace Independent Publishing Platform,9781502411488,English,,,612,
3654,"Data Warehousing: Design, Development and Best Practices",,,,,9780070635449,English,,,,
3423,Oracle Essentials: Oracle Database 11g,Rick Greenwald;Robert Stackowiak;Jonathan Stern;,2007/11/08,Fourth Edition,O'Reilly Media,,English,,,408,
3949,Active Server Pages Unleashed,Stephen Walther;,1997/12,,Sams Publishing,9781575213514,English,Unleashed,,996,
3521,Privacy-Preserving Data Publishing: An Overview  ,Raymond Chi-Wing Wong;Ada Wai-Chee Fu;M. Tamer Ozsu;,2010/02/24,,Morgan and Claypool Publishers,9781608452163,English,Synthesis Lectures on Data Management,,138,
981,HTML & JavaScript Programming Concepts  ,Karl Barksdale;E. Shane Turner;,1999/02/01,1,Course Technology,9780538688222,English,Computer Applications Series,,176,
4558,"Bioinformatics Research and Applications: 10th International Symposium, ISBRA 2014, Zhangjiajie, China, June 28-30, 2014, Proceedings  ",Mitra Basu;Yi Pan;Jianxin Wang;,2014/05/17,,Springer,9783319081700,English,Lecture Notes in Computer Science / Lecture Notes in Bioinformatics (Book 8492),,409,
4064,Data mining framework for batching orders in real-time warehouse operations.,Humberto Fuentes Saenz;,2012/07/17,,"ProQuest, UMI Dissertation Publishing",9781249082781,English,,,62,
3046,SQL Server 7 Essential Reference  ,Sharon Dooley;,2000/07/06,,Sams,9780735708648,English,The Essential Reference Series,,400,
4348,SQL Server 2014 Development Essentials,Basit A. Masood-Al-Farooq;,2014/07/25,,Packt Publishing - ebooks Account,9781782172550,English,,,150,
3755,MCSE Administering SQL Server 7 Exam Prep  ,Brian Talbert;,2000/04/03,,Coriolis Group Books,9781576102695,English,Exam Prep (Coriolis' Certification Insider Press),,750,
