id,title,authors,date,edition,publisher,isbn-13,language,series,age range,pages,lexile
310,"Advances in Data Analysis: Proceedings of the 30th Annual Conference of the Gesellschaft für Klassifikation e.V., Freie Universität Berlin, March 8-10, 2006","Reinhold Decker (Editor), Hans-Joachim Lenz (Editor)",2007/04/28,1,Springer Berlin Heidelberg,9783540709800,,"Studies in Classification, Data Analysis, and Knowledge Organization Series",,687,
311,"Advances in Data and Web Management: Joint International Conferences, APWeb/WAIM 2009, Suzhou, China, April 2-4, 2009, Proceedings","Qing Li (Editor), Ling Feng (Editor), Jian Pei (Editor), X. Sean Wang (Editor), Xiaofang Zhou (Editor)",2009/03/18,1,Springer Berlin Heidelberg,9783642006715,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series ,#5446",,685,
312,Advances in Data Base Management,"E. A. Unger, Jacob Slonim (Editor), P. S. Fisher (Editor)",1984/04/01,,"Wiley, John & Sons, Incorporated",9780471262312,,Advances in EDP Management Library,,312,
313,Advances in Data Base Theory: Volume 2,"Herve Gallaire, Jack Minker, Jean Marie Nicolas",2012/02/03,,Springer US,9781461593874,,,,432,
314,Advances in Data Base Theory,"Herve Gallaire (Editor), Jack Minker (Editor), Jean M. Nicolas (Editor)",1984/06/01,,Basic Books,9780306416361,,,,428,
315,Advances in Data-Based Approaches for Hydrologic Modeling and Forecasting,"Ronny Berndtsson, Bellie Sivakumar (Editor)",2010/06/29,,"World Scientific Publishing Company, Incorporated",9789814307970,,,,519,
316,"Advances in Data Mining. Applications and Theoretical Aspects: 9th Industrial Conference, ICDM 2009, Leipzig, Germany, July 20 - 22, 2009. Proceedings",Petra Perner (Editor),2009/07/10,1,Springer Berlin Heidelberg,9783642030666,,"Lecture Notes in Computer Science / Lecture Notes in Artificial Intelligence Series ,#5633",,402,
317,"Advances in Data Mining: Applications and Theoretical Aspects: 10th Industrial Conference, ICDM 2010, Berlin, Germany, July 12-14, 2010. Proceedings",Petra Perner (Editor),2010/09/10,1,Springer Berlin Heidelberg,9783642143991,,"Lecture Notes in Computer Science / Lecture Notes in Artificial Intelligence Series ,#6171",,654,
318,Advances in Database Systems: Implementations and Applications,"J. Paredaens (Editor), L. Tenenbaum (Editor)",1994/11/28,,Springer Vienna,9783211826140,,CISM International Centre for Mechanical Sciences Series,,377,
319,"Advances in Database Technologies: ER '98 Workshops on Data Warehousing and Data Mining, Mobile Data Access, and Collaborative Work Support and Spatio-Temporal Data Management, Singapore, November 19-20, 1998, Proceedings","Yahiko Kambayashi (Editor), Dik Lun Lee (Editor), Ee-Peng Lim (Editor), Mukesh Kumar Mohania (Editor), Yoshifumi Masunaga (Editor)",1999/03/30,1,Springer Berlin Heidelberg,9783540656906,,"Lecture Notes in Computer Science Series ,#1552",,600,
320,"Advances in Database Technology - EDBT 2000: 7th International Conference on Extending Database Technology Konstanz, Germany, March 27-31, 2000 Proceedings","Carlo Zaniolo (Editor), Peter C. Lockemann (Editor), Marc H. Scholl (Editor), Torsten Grust (Editor)",2000/03/08,1,Springer Berlin Heidelberg,9783540672272,,"Lecture Notes in Computer Science Series ,#1777",,548,
321,"Advances in Database Technology - EDBT 2002: 8th International Conference on Extending Database Technology, Prague, Czech Republic, March 25-27, Proceedings","Christian S. Jensen (Editor), Keith G. Jeffery (Editor), Jaroslav Pokorny (Editor), Simonas Saltenis (Editor), Elisa Bertino (Editor)",2002/04/29,1,Springer Berlin Heidelberg,9783540433248,,"Lecture Notes in Computer Science Series ,#2287",,784,
322,"Advances in Database Technology - EDBT 2004: 9th International Conference on Extending Database Technology, Heraklion, Crete, Greece, March 14-18, 2004, Proceedings","Elisa Bertino (Editor), Stavros Christodoulakis (Editor), Dimitris Plexousakis (Editor), Christophides Vassilis (Editor), Manolis Koubarakis (Editor)",2004/04/14,1,Springer Berlin Heidelberg,9783540212003,,"Lecture Notes in Computer Science Series ,#2992",,882,
323,Advances in Database Technology - EDBT '88,"Joachim William Schmidt (Editor), S. Ceri (Editor), M. Missikoff (Editor)",1988/04/28,,"Springer-Verlag New York, LLC",9780387190747,,Lecture Notes in Computer Science,,620,
324,Advances in Database Technology - EDBT '90,"Francois Bancilhon, D. Tsichritzis (Editor), C. Thanos (Editor)",1990/03/28,,"Springer-Verlag New York, LLC",9780387522913,,Lecture Notes in Computer Science,,451,
325,Advances in Database Technology - EDBT '92,"A. Pirotte (Editor), C. Delobel (Editor), Georg Gottlob (Editor)",1992/04/01,,"Springer-Verlag New York, LLC",9780387552705,,Lecture Notes in Computer Science,,551,
326,"Advances in Database Technology - EDBT '94: Proceedings of the Fourth International Conference on Extending Database Technology, Cambridge, UK, March 28-31, 1994","Matthias Jarke (Editor), Keith G. Jeffery (Editor), Janis Bubenko (Editor)",1994/03/28,,"Springer-Verlag New York, LLC",9780387578187,,Lecture Notes in Computer Science,,406,
327,"Advances in Database Technology EDBT '96: 5th International Conference on Extending Database Technology, Avignon, France, March 25-29 1996, Proceedings.","Peter Apers (Editor), Georges Gardarin (Editor), Mokrane Bouzeghoub (Editor)",1996/03/18,1,Springer Berlin Heidelberg,9783540610571,,"Lecture Notes in Computer Science Series ,#1057",,646,
328,"Advances in Database Technology - EDBT '98: 6th International Conference on Extending Database Technology, Valencia, Spain, March 23-27, 1998.","Hans-Jorg Schek, Felix Saltor, Isidro Ramos, Gustavo Alonso",1998/04/08,1,Springer Berlin Heidelberg,9783540642640,,"Lecture Notes in Computer Science Series ,#1377",,532,
329,"Advances in Databases: 28th British National Conference on Databases, BNCOD 28, Manchester, UK, July 12-14, 2011, Revised Selected Papers","Alvaro A.A. Fernandes (Editor), Alasdair J.G. Gray (Editor), Khalid Belhajjame (Editor)",2011/12/27,1,Springer Berlin Heidelberg,9783642245763,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI ,#7051",,238,
330,Advances in Databases and Artificial Intelligence: Intelligent Database Technology: Approaches and Applications,Frederick E. Petry (Editor),1995/02/28,,"Jai Press, Inc.",9781559389112,,,,330,
331,"Advances in Databases and Information Systems: 5th East European Conference, ADBIS 2001, Vilnius, Lithuania September 25-28, 2001 Proceedings","Albertas Caplinskas (Editor), Johann Eder (Editor)",2001/10/16,1,Springer Berlin Heidelberg,9783540425557,,"Lecture Notes in Computer Science Series ,#2151",,384,
332,"Advances in Databases and Information Systems: 14th East European Conference, ADBIS 2010, Novi Sad, Serbia, September 20-24, 2010, Proceedings","Barbara Catania, Mirjana Ivanovic, Bernhard Thalheim",2010/11/19,1,Springer Berlin Heidelberg,9783642155758,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series ,#6295",,600,
333,"Advances in Databases and Information Systems: 8th East European Conference, ADBIS 2004, Budapest, Hungary, September 22-25, 2004, Proceedings","Georg Gottlob (Editor), Janos Demetrovics (Editor), Andras Benczur (Editor)",2004/12/03,1,Springer Berlin Heidelberg,9783540232438,,"Lecture Notes in Computer Science Series ,#3255",,426,
334,"Advances in Databases and Information Systems: 11th East European Conference, ADBIS 2007, Varna, Bulgaria, September 29-October 3, 2007, Proceedings","Yannis Ioannidis (Editor), Boris Novikov (Editor), Boris Rachev (Editor)",2007/10/23,1,Springer Berlin Heidelberg,9783540751847,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series ,#4690",,382,
335,"Advances in Databases and Information Systems: Associated Workshops and Doctoral Consortium of the 13th East European Conference, ADBIS 2009, Riga, Lativia, September 7-10, 2009. Revised Selected Papers","Janis Grundspenkis (Editor), Marite Kirikova (Editor), Yannis Manolopoulos (Editor), Leonids Novickis (Editor)",2010/03/25,1,Springer Berlin Heidelberg,9783642120817,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series ,#5968",,258,
336,"Advances in Databases and Information Systems: 9th East European Conference, ADBIS 2005, Tallinn, Estonia, September 12-15, 2005, Proceedings","Johann Eder (Editor), Hele-Mai Haav (Editor), Ahto Kalja (Editor), Jaan Penjam (Editor)",2005/09/29,1,Springer Berlin Heidelberg,9783540285854,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series ,#3631",,393,
337,"Advances in Databases and Information Systems: 7th East European Conference, ADBIS 2003, Dresden, Germany, September 3-6, 2003, Proceedings","Leonid Kalinichenko (Editor), Rainer Manthey (Editor), Bernhard Thalheim (Editor), Uwe Wloka (Editor)",2003/10/10,1,Springer Berlin Heidelberg,9783540200475,,"Lecture Notes in Computer Science Series ,#2798",,438,
338,"Advances in Databases and Information Systems: 12th East European Conference, ADBIS 2008, Pori, Finland, September 5-9, 2008, Proceedings","Paolo Atzeni (Editor), Albertas Caplinskas (Editor), Hannu Jaakkola (Editor)",2008/09/28,1,Springer Berlin Heidelberg,9783540857129,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series ,#5207",,321,
339,Advances in Databases and Information Systems,"Tadeusz Morzy (Editor), Theo Harder (Editor), Robert Wrembel (Editor)",2012/08/22,1,Springer Berlin Heidelberg,9783642327407,,"Advances in Intelligent Systems and Computing Series ,#186",,312,
340,"Advances in Databases and Information Systems: Second East European Symposium, ADBIS '98, Poznan, Poland, September 7-10, 1998, Proceedings","Witold Litwin (Editor), Tadeusz Morzy (Editor), Gottfried Vossen (Editor)",1998/01/01,1,Springer Berlin Heidelberg,9783540649243,,"Lecture Notes in Computer Science Series ,#1475",,378,
341,"Advances in Databases and Information Systems: 6th East European Conference, ADBIS 2002, Bratislava, Slovakia, September 8-11, 2002, Proceedings","Yannis Manolopoulos (Editor), Pavol Navrat (Editor)",2002/10/03,1,Springer Berlin Heidelberg,9783540441380,,"Lecture Notes in Computer Science Series ,#2435",,422,
342,"Advances in Databases: 19th British National Conference on Databases, BNCOD 19, Sheffield, UK, July 17-19, 2002. Proceedings","Barry Eaglestone (Editor), Siobhan North (Editor), Alexandra Poulovassilis (Editor)",2002/08/26,1,Springer Berlin Heidelberg,9783540439059,,"Lecture Notes in Computer Science Series ,#2405",,204,
343,"Advances in Databases: 17th British National Conference on Databases, BNCOD 17 Exeter, UK, July 3-5, 2000 Proceedings","Brian Lings (Editor), Keith Jeffery (Editor)",2000/07/31,1,Springer Berlin Heidelberg,9783540677437,,"Lecture Notes in Computer Science Series ,#1832",,226,
344,"Advances in Databases: 18th British National Conference on Databases, BNCOD 18 Chilton, UK, July 9-11, 2001. Proceedings",Brian Read (Editor),2001/08/09,1,Springer Berlin Heidelberg,9783540422655,,"Lecture Notes in Computer Science Series ,#2097",,219,
345,"Advances in Databases: 15th British National Conference on Databases, BNCOD 15 London, United Kingdom, July 7 - 9, 1997","Carol Small (Editor), Paul Douglas (Editor), Roger Johnson (Editor), Peter King (Editor), Nigel Martin (Editor)",1997/07/24,1,Springer Berlin Heidelberg,9783540632634,,"Lecture Notes in Computer Science Series ,#1271",,240,
346,"Advances in Databases: 13th British National Conference on Databases, BNCOD 13, Manchester, United Kingdom, July 12 - 14, 1995. Proceedings","Carole Goble (Editor), John Keane (Editor)",1995/08/08,1,Springer Berlin Heidelberg,9783540601005,,"Lecture Notes in Computer Science Series ,#940",,286,
347,"Advances in Databases: Proceedings of the 11th British National Conference on Databases, BNCOD 11. Keele, UK, July 7-9, 1993","M. F. Worboys (Editor), A. F. Grundy (Editor)",1993/07/28,,"Springer-Verlag New York, LLC",9780387569215,,Lecture Notes in Computer Science,,286,
348,"Advances in Databases: 11th British National Conference on Databases, BNCOD 11, Keele, UK, July 7-9, 1993. Proceedings","Michael F. Worboys (Editor), Anna F. Grundy (Editor)",1993/07/28,1,Springer Berlin Heidelberg,9783540569213,,"Lecture Notes in Computer Science Series ,#696",,278,
349,"Advances in Databases: Concepts, Systems and Applications: 12th International Conference on Database Systems for Advanced Applications, DASFAA 2007, Bangkok, Thailand, April 9-12, 2007 Proceedings","Ramamohanarao Kotagiri (Editor), P. Radha Krishna (Editor), Mukesh Mohania (Editor), Ekawit Nantajeewarawat (Editor)",2007/03/27,1,Springer Berlin Heidelberg,9783540717027,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series ,#4443",,1130,
350,"Advances in Databases: 14th British National Conference on Database, BNCOD 14 Edinburgh, UK, July 3 - 5, 1996. Proceedings","Ronald Morrison (Editor), Jessie Kennedy (Editor)",1996/06/19,1,Springer Berlin Heidelberg,9783540614425,,"Lecture Notes in Computer Science Series ,#1094",,245,
351,"Advances in Databases: 16th British National Conference on Databases, BNCOD 16, Cardiff, Wales, UK, July 6-8, 1998, Proceedings","Suzanne M. Embury (Editor), Nicholas J. Fiddian (Editor), W. Alex Gray (Editor), Andrew C. Jones (Editor)",1998/07/31,1,Springer Berlin Heidelberg,9783540646594,,"Lecture Notes in Computer Science Series ,#1405",,188,
352,Advances in Digital Forensics II,"Martin S. Olivier (Editor), Sujeet Shenoi (Editor)",2010/12/08,1,Springer US,9781441942326,,"IFIP Advances in Information and Communication Technology Series ,#222",,364,
353,"Advances in Digital Forensics VII: 7th IFIP WG 11.9 International Conference on Digital Forensics, Orlando, FL, USA, January 31 - February 2, 2011, Revised Selected Papers","Gilbert Peterson (Editor), Sujeet Shenoi (Editor)",2013/11/11,,Springer Berlin Heidelberg,9783642269691,,IFIP Advances in Information and Communication Technology Series,,290,
354,"Advances in Digital Government: Technology, Human Factors, and Policy","William J. McIver Jr. (Editor), Ahmed K. Elmagarmid (Editor)",2002/05/31,1,Springer US,9781402070679,,"Advances in Database Systems Series ,#26",,329,
355,"Advances in Distributed and Parallel Processing: Tools, Databases, and System Paradigms",Harry W. Tyrer,1994/01/19,,"Greenwood Publishing Group, Incorporated",9780893915797,,,,392,
356,"Advances in Entrepreneurship, Firm Emergence and Growth: Databases for the Study of Entrepenueurship Vol 4","Jermome A. Katz, Robert H. Brockhaus (Editor), Jerome A. Katz (Editor)",2000/12/20,,Emerald Group Publishing,9780762303250,,"Advances in Entrepreneurship, Firm Emergence, and Growth Series",,496,
357,"Advances in Focused Retrieval: 7th International Workshop of the Initiative for the Evaluation of XML Retrieval, INEX 2008, Dagstuhl Castle, Germany, December 15-18, 2009. Revised and Selected Papers","Shlomo Geva (Editor), Jaap Kamps (Editor), Andrew Trotman (Editor)",2009/09/01,1,Springer Berlin Heidelberg,9783642037603,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series ,#5631",,484,
358,Advances in Fuzzy Object- Oriented Databases: Modeling and Applications,"Ma, Zongmin Ma (Editor)",2004/11/28,,IGI Global,9781591403852,,,,343,
359,"Advances in Information Retrieval: 32nd European Conference on IR Research, ECIR 2010, Milton Keynes, UK, March 28-31, 2010. Proceedings","Cathal Gurrin (Editor), Yulan He (Editor), Gabriella Kazai (Editor), Udo Kruschwitz (Editor), Suzanne Little (Editor)",2010/03/18,1,Springer Berlin Heidelberg,9783642122743,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series ,#5993",,677,
360,"Advances in Information Retrieval: 30th European Conference on IR Research, ECIR 2008, Glasgow, UK, March 30 -- April 3, 2008","Craig Macdonald (Editor), Iadh Ounis (Editor), Vassilis Plachouras (Editor), Ian Ruthven (Editor), Ryan W. White (Editor)",2008/04/28,1,Springer Berlin Heidelberg,9783540786450,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series ,#4956",,722,
361,"Advances in Information Retrieval: 27th European Conference on IR Research, ECIR 2005, Santiago de Compostela, Spain, March 21-23, 2005, Proceedings","David E. Losada (Editor), Juan M. Fernandez-Luna (Editor)",2005/04/29,1,Springer Berlin Heidelberg,9783540252955,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series ,#3408",,574,
362,"Advances in Information Retrieval: 24th BCS-IRSG European Colloquium on IR Research Glasgow, UK, March 25-27, 2002 Proceedings","Fabio Crestani (Editor), Mark Girolami (Editor), C.J.van Rijsbergen (Editor)",2002/04/08,1,Springer Berlin Heidelberg,9783540433439,,"Lecture Notes in Computer Science Series ,#2291",,366,
363,"Advances in Information Retrieval: 25th European Conference on IR Research, ECIR 2003, Pisa, Italy, April 14-16, 2003, Proceedings",Fabrizio Sebastiani (Editor),2003/07/29,1,Springer Berlin Heidelberg,9783540012740,,"Lecture Notes in Computer Science Series ,#2633",,624,
364,"Advances in Information Retrieval: 29th European Conference on IR Research, ECIR 2007, Rome, Italy, April 2-5, 2007, Proceedings","Giambattista Amati (Editor), Claudio Carpineto (Editor), Giovanni Romano (Editor)",2007/04/19,1,Springer Berlin Heidelberg,9783540714941,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series ,#4425",,759,
365,"Advances in Information Retrieval: 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009, Proceedings","Mohand Boughanem (Editor), Catherine Berrut (Editor), Josiane Mothe (Editor), Chantal Soule-Dupuy (Editor)",2009/03/27,1,Springer Berlin Heidelberg,9783642009570,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series ,#5478",,821,
366,"Advances in Information Retrieval: 28th European Conference on IR Research, ECIR 2006, London, UK, April 10-12, 2006, Proceedings","Mounia Lalmas (Editor), Andrew MacFarlane (Editor), Stefan Ruger (Editor), Anastasios Tombros (Editor), Theodora Tsikrika (Editor)",2006/05/11,1,Springer Berlin Heidelberg,9783540333470,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series ,#3936",,588,
367,"Advances in Information Retrieval: 26th European Conference on IR Research, ECIR 2004, Sunderland, UK, April 5-7, 2004, Proceedings","Sharon McDonald (Editor), John Tait (Editor)",2004/05/14,1,Springer Berlin Heidelberg,9783540213826,,"Lecture Notes in Computer Science Series ,#2997",,426,
368,Advances in Information Retrieval: Recent Research from the Center for Intelligent Information Retrieval,"Bruce Croft (Editor), Center for Intelligent Information Retrieval",2000/04/17,1,Springer US,9780792378129,,"Information Retrieval Series ,#7",,328,
369,Advances in Information Systems Development: New Methods and Practice for the Networked Society Volume 1,"Gabor Magyar (Editor), Gabor Knapp (Editor), Gregory Wojtkowski (Editor), JoZe Zupancic (Editor)",2010/11/04,1,Springer US,9781441943583,,,,554,
370,Advances in Information Systems Development: New Methods and Practice for the Networked Society Volume 2,"Gabor Maygar (Editor), Gabor Knapp, Wita Wojtkowski, Gregory Wojtkowski, JoZe Zupancic",2007/10/26,1,Springer US,9780387708010,,,,530,
371,"Advances in Intelligent Data Analysis IX: 9th International Symposium, IDA 2010, Tucson, AZ, USA, May 19-21, 2010, Proceedings","Paul R. Cohen (Editor), Niall M. Adams (Editor), Michael R. Berthold (Editor)",2010/06/07,1,Springer Berlin Heidelberg,9783642130618,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series ,#6065",,260,
372,"Advances in Intelligent Data Analysis VIII: 8th International Symposium on Intelligent Data Analysis, IDA 2009, Lyon, France, August 31 - September 2, 2009, Proceedings","Niall M. Adams (Editor), Celine Robardet (Editor), Arno Siebes (Editor), Jean-Francois Boulicaut (Editor)",2009/09/01,1,Springer Berlin Heidelberg,9783642039140,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series ,#5772",,418,
373,"Advances in Intelligent Data Analysis X: 10th International Symposium, IDA 2011, Porto, Portugal, October 29-31, 2011, Proceedings","Joao Gama (Editor), Elizabeth Bradley (Editor), Jaakko Hollmen (Editor)",2011/12/20,1,Springer Berlin Heidelberg,9783642247996,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI ,#7014",,425,
374,"Advances in Intelligent Data Analysis XI: 11th International Symposium, IDA 2012, Helsinki, Finland, October 25-27, 2012, Proceedings","Jaakko Hollmen (Editor), Frank Klawonn (Editor), Allan Tucker (Editor)",2012/09/18,1,Springer Berlin Heidelberg,9783642341557,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series ,#7619",,440,
375,"Advances in Intelligent Data Analysis XII: 12th International Symposium, IDA 2013, London, UK, October 17-19, 2013, Proceedings","Allan Tucker (Editor), Frank Hoppner (Editor), Arno Siebes (Editor), Stephen Swift (Editor)",2013/10/03,,Springer Berlin Heidelberg,9783642413971,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series ,#8207",,478,
376,"Advances in Intelligent Data Analysis XIII: 13th International Symposium, IDA 2014, Leuven, Belgium, October 30 -- November 1, 2014. Proceedings","Hendrik Blockeel (Editor), Matthijs van Leeuwen (Editor), Veronica Vinciotti (Editor)",2014/12/09,,Springer International Publishing,9783319125701,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series",,394,
377,Advances in Intelligent Information and Database Systems,"Ngoc-Thanh Nguyen (Editor), Radoslaw Katarzyniak (Editor), Shyi-Ming Chen (Editor)",2010/04/09,1,Springer Berlin Heidelberg,9783642120893,,"Studies in Computational Intelligence Series ,#283",,381,
378,Advances in K-means Clustering: A Data Mining Thinking,Junjie Wu,2012/07/10,1,Springer Berlin Heidelberg,9783642298066,,Springer Theses Series,,180,
379,"Advances in Knowledge Discovery and Data Mining: 5th Pacific-Asia Conference, PAKDD 2001 Hong Kong, China, April 16-18, 2001. Proceedings","David Cheung (Editor), Graham J. Williams (Editor), Qing Li (Editor)",2001/05/11,1,Springer Berlin Heidelberg,9783540419105,,"Lecture Notes in Computer Science / Lecture Notes in Artificial Intelligence Series ,#2035",,599,
380,"Advances in Knowledge Discovery and Data Mining: 8th Pacific-Asia Conference, PAKDD 2004, Sydney, Australia, May 26-28, 2004, Proceedings","Honghua Dai (Editor), Ramakrishnan Srikant (Editor), Chengqi Zhang (Editor)",2004/05/11,1,Springer Berlin Heidelberg,9783540220640,,"Lecture Notes in Computer Science / Lecture Notes in Artificial Intelligence Series ,#3056",,716,
381,"Advances in Knowledge Discovery and Data Mining: 17th Pacific-Asia Conference, PAKDD 2013, Gold Coast, Australia, April 14-17, 2013, Proceedings, Part II","Jian Pei (Editor), Vincent S. Tseng (Editor), Longbing Cao (Editor), Hiroshi Motoda (Editor), Guandong Xu (Editor)",2013/03/31,1,Springer Berlin Heidelberg,9783642374555,,"Lecture Notes in Computer Science / Lecture Notes in Artificial Intelligence Series ,#7819",,588,
382,"Advances in Knowledge Discovery and Data Mining: 7th Pacific-Asia Conference, PAKDD 2003. Seoul, Korea, April 30 - May 2, 2003, Proceedings","Kyu-Young Whang (Editor), Jongwoo Jeon (Editor), Kyuseok Shim (Editor), Jaideep Srivatava (Editor)",2003/07/29,1,Springer Berlin Heidelberg,9783540047605,,"Lecture Notes in Computer Science / Lecture Notes in Artificial Intelligence Series ,#2637",,614,
383,"Advances in Knowledge Discovery and Data Mining: 6th Pacific-Asia Conference, PAKDD 2002, Taipei, Taiwan, May 6-8, 2002. Proceedings","Ming-Syan Cheng (Editor), Philip S. Yu (Editor), Bing Liu (Editor)",2002/04/28,1,Springer Berlin Heidelberg,9783540437048,,"Lecture Notes in Computer Science / Lecture Notes in Artificial Intelligence Series ,#2336",,570,
384,"Advances in Knowledge Discovery and Data Mining: 12th Pacific-Asia Conference, PAKDD 2008 Osaka, Japan, May 20-23, 2008 Proceedings","Takashi Washio (Editor), Einoshin Suzuki (Editor), Kai Ming Ting (Editor), Akihiro Inokuchi (Editor)",2008/07/19,1,Springer Berlin Heidelberg,9783540681243,,"Lecture Notes in Computer Science / Lecture Notes in Artificial Intelligence Series ,#5012",,1102,
385,"Advances in Knowledge Discovery and Data Mining: 13th Pacific-Asia Conference, PAKDD 2009 Bangkok, Thailand, April 27-30, 2009 Proceedings","Thanaruk Theeramunkong (Editor), Boonserm Kijsirikul (Editor), Nick Cercone (Editor), Tu-Bao Ho (Editor)",2009/05/28,1,Springer Berlin Heidelberg,9783642013065,,"Lecture Notes in Computer Science / Lecture Notes in Artificial Intelligence Series ,#5476",,1076,
386,"Advances in Knowledge Discovery and Data Mining: 18th Pacific-Asia Conference, PAKDD 2014, Tainan, Taiwan, May 13-16, 2014. Proceedings, Part II","Vincent S. Tseng (Editor), Tu Bao Ho (Editor), Zhi-Hua Zhou (Editor), Arbee L.P. Chen (Editor), Hung-Yu Kao (Editor)",2014/06/03,,Springer International Publishing,9783319066042,,Lecture Notes in Computer Science / Lecture Notes in Artificial Intelligence Series,,624,
387,"Advances in Knowledge Discovery and Data Mining: 10th Pacific-Asia Conference, PAKDD 2006, Singapore, April 9-12, 2006, Proceedings","Wee Keong Ng (Editor), Masaru Kitsuregawa (Editor), Jianzhong Li (Editor)",2006/05/05,1,Springer Berlin Heidelberg,9783540332060,,"Lecture Notes in Computer Science / Lecture Notes in Artificial Intelligence Series ,#3918",,879,
388,Advances in Machine Learning and Data Analysis,"Mahyar Amouzegar (Editor), Burghard Rieger (Editor)",2009/11/23,1,Springer Netherlands,9789048131761,,"Lecture Notes in Electrical Engineering Series ,#48",,239,
389,Advances in Machine Learning and Data Mining for Astronomy,"Michael J. Way (Editor), Jeffrey D. Scargle (Editor), Kamal M. Ali (Editor), Ashok N. Srivastava (Editor)",2012/04/04,,Taylor & Francis,9781439841730,,"Chapman & Hall/CRC Data Mining and Knowledge Discovery Series ,#24",,744,
390,"Advances in Machine Learning: First Asian Conference on Machine Learning, ACML 2009, Nanjing, China, November 2-4, 2009. Proceedings","Zhi-Hua Zhou (Editor), Takashi Washio (Editor)",2009/10/06,1,Springer Berlin Heidelberg,9783642052231,,"Lecture Notes in Computer Science / Lecture Notes in Artificial Intelligence Series ,#5828",,413,
391,"Advances in Multidisciplinary Retrieval: First Information Retrieval Facility Conference, IRFC 2010, Vienna, Austria, May 31, 2010, Proceedings","Hamish Cunningham (Editor), Allan Hanbury (Editor), Stefan Ruger (Editor)",2010/05/28,1,Springer Berlin Heidelberg,9783642130830,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series ,#6107",,167,
392,Advances in Multimedia and Databases for the New Century: A Swiss/Japanese Perspective,"Stefano Spaccapietra, Stefano Spaccapietra (Editor)",2000/04/28,,"World Scientific Publishing Company, Incorporated",9789810243104,,Advanced Database Research and Development Series,,224,
393,"Advances in Multimedia Modeling: 17th International Multimedia Modeling Conference, MMM 2011, Taipei, Taiwan, January 5-7, 2011, Proceedings, Part II","Kuo-Tien Lee (Editor), Wen-Hsiang Tsai (Editor), Hong-Yuan Mark Liao (Editor), Tsuhan Chen (Editor), Jun-Wei Hsieh (Editor)",2011/05/12,1,Springer Berlin Heidelberg,9783642178283,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series ,#6524",,492,
394,"Advances in Multimedia Modeling: 19th International Conference, MMM 2013, Huangshan, China, January 7-9, 2013, Proceedings, Part I","Shipeng Li (Editor), Abdulmotaleb El Saddik (Editor), Meng Wang (Editor), Tao Mei (Editor), Nicu Sebe (Editor)",2013/01/07,1,Springer Berlin Heidelberg,9783642357244,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series ,#7732",,596,
395,"Advances in Multimedia Modeling: 16th International Multimedia Modeling Conference, MMM 2010, Chongqing, China, January 6-8, 2010. Proceedings","Susanne Boll (Editor), Qi Tian (Editor), Lei Zhang (Editor), Zili Zhang (Editor), Yi-Ping Phoebe Chen (Editor)",2009/12/21,1,Springer Berlin Heidelberg,9783642113000,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series ,#5916",,806,
